Record_ID,Date,Time,Junction_ID,Vehicle_ID,Vehicle_Type,Direction,Lane,Signal_State,Signal_Duration,Waiting_Time,Vehicle_Speed,Speed_Limit,Helmet,Seat_Belt,Stop_Line_Crossed,Lane_Compliance,Phone_Usage,U_Turn,U_Turn_Allowed,Overloading,Violation,Violation_Type,Fine_Amount,Accident,Weather,Road_Condition,Traffic_Density
R011864,2026-06-09,22:35:29,J004,GJ01-1194-K00940,Car,South,2.0,Red,169,61.3,55.3,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Rain,Poor,57.7
R002396,2026-04-10,07:04:56,J002,UP32-9508-P05365,two-wheeler,East,3.0,Red,166,62.8,39.0,60,No,,No,Yes,No,No,No,No,Yes,No Helmet,500,No,Rain,Good,13.5
R010462,2026-03-26,18:55:45,J005,DL08-6064-R03475,Auto,North,1.0,Red,103,63.7,50.6,50,,,Yes,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Rain,Average,81.2
R011346,2026-06-10,5:58:42 AM,J014,KA05-1054-L01993,Car,West,2.0,Green,145,3.8,39.4,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Good,23.1
R006069,2026-03-31,08:50:44,J015,KA05-2346-L02148,Bus,South,1.0,Green,172,12.5,22.4,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,85.8
R008832,2026-07-25,14:04:36,J010,MH12-4474-F02954,Bike,South,3.0,Green,176,10.6,41.6,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,54.0
R014987,16-06-2026,10:18:02,J015,DL08-5030-G02226,Bike,North,3.0,Green,172,6.3,28.4,40,Yes,,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,71.8
R004182,2026-07-29,4:27:42 PM,J009,TN09-9032-L03347,Bike,North,3.0,Red,127,58.1,33.6,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Good,65.8
R019306,2026-05-12,17:15:57,J010,GJ01-7817-B02757,taxi,East,3.0,Green,176,15.0,42.4,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,92.4
R024314,03/23/2026,06:18:30,J004,UP32-4451-F01982,Bike,East,2.0,Red,169,50.3,21.8,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,2.0
R018735,2026-07-27,10:18:10,J008,MH14-2280-E01757,Bike,East,3.0,Red,127,55.1,55.8,80,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,55.4
R010791,2026-03-16,20:26:42,J012,UP32-7348-P03779,Two Wheeler,East,3.0,Green,143,21.7,37.7,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,99.4
R013008,2026-06-22,20:25:00,J010,KA05-8363-F01992,Auto,South,5.0,Red,176,82.0,36.8,60,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,91.1
R014380,2026-07-25,9:38:25 PM,J006,UP32-6295-L00199,Bike,North,1.0,Green,98,0.3,70.8,60,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Average,39.9
R004868,2026-07-09,14:34:48,j010,MH12-9347-G02455,Car,South,4.0,Red,176,66.2,75.0,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Average,48.9
R024895,2026-04-30,07:47:36,J013,MH20-6960-B02293,Auto Rickshaw,South,2.0,Green,98,3.9,19.6,40,,,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Rain,Good,26.4
R014403,2026-04-19,20:36:21,J004,GJ01-5448-G01525,Auto,South,2.0,Yellow,169,4.1,68.6,40,,,No,No,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Poor,49.3
R020406,2026-05-31,19:07:14,J004,KA05-4066-J00732,Bike,East,2.0,Green,169,11.8,26.3,40,Yes,,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Poor,65.1
R022856,2026-03-20,03:45:34,J006,MH20-7275-C05611,Bike,West,3.0,Red,98,25.9,48.8,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,17.6
R020974,2026-02-06,17:18:50,J011,DL08-9570-J01274,Car,East,1.0,  Green ,157,14.5,35.8,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Fog,Good,85.2
R025496,2026-03-18,10:52:32,J010,KA05-9037-M00638,Auto,East,2.0,Green,176,11.9,32.4,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,88.3
R006240,2026-05-11,13:15:08,J004,MH14-1218-J05330,Car,West,1.0,Green,169,12.6,21.3,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Poor,41.6
R019544,2026-04-21,16:46:15,J013,DL08-1717-D03786,Car,West,2.0,Green,98,11.3,22.3,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,65.8
R025893,2026-03-19,15:30:30,J005,GJ01-2363-B05029,Truck,East,2.0,Red,103,31.0,77.2,50,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,Yes,Clear,Average,42.8
R024780,2026-07-24,03:38:00,J005,MH14-5617-M01550,car,North,4.0,  Green ,103,0.6,21.9,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Average,13.1
R002341,2026-06-06,15:02:07,J009,MH14-1242-R03969,Car,South,2.0,Green,127,6.7,21.8,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,42.5
R019690,2026-05-27,10:07:59,J011,KA05-6397-H04070,Car,West,4.0,Green,157,6.5,45.8,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,57.8
R023451,2026-06-28,18:45:01,J007,MH14-4052-D03224,Bike,North,2.0,Yellow,74,9.0,29.4,60,No,,No,Yes,No,No,Yes,No,Yes,No Helmet,500,No,Rain,Average,82.7
R001541,2026-07-02,10:42:59,J004,MH12-1690-G02650,Auto,South,1.0,Red,169,73.6,31.7,40,,,No,No,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Fog,Poor,88.4
R018937,2026-07-19,18:00:12,J014,UP32-3401-D02864,Auto,North,1.0,Green,145,13.1,38.1,40,,,No,Yes,No,No,Yes,No,No,,0,No,Fog,Good,64.5
R011489,2026-05-26,20:30:25,J001,GJ01-6029-J05537,Auto,West,1.0,Green,136,8.1,33.6,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,84.7
R025813,2026-06-28,08:07:23,J006,MH20-7944-P01039,Bike,East,5.0,Red,98,38.3,42.0,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,63.6
R007461,2026-05-07,14:34:20,J009,MH12-8885-L04701,Auto,North,2.0,Green,127,14.0,27.5,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,85.8
R013377,2026-06-11,09:25:58,J004,DL08-7345-L04440,Car,North,2.0,Red,169,85.2,26.1,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,96.8
R024625,2026-06-08,15:45:29,J014,DL08-3321-H02107,Taxi,East,2.0,Red,145,61.8,30.1,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Good,62.6
R007047,2026-04-09,10:38:08,J010,TN09-7326-C03149,Auto,North,1.0,Red,176,91.3,42.1,60,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,79.2
R025280,2026-05-29,7:14:50 PM,J013,TN09-9065-E04510,auto,South,1.0,Green,98,11.6,56.7,40,,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Good,76.2
R000612,2026-05-14,09:28:18,J008,TN09-6239-Q04498,Auto,North,4.0,Red,127,79.7,60.8,80,,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,75.3
R004050,2026-03-16,07:56:05,J004,TN09-1743-E02082,Bike,East,2.0,Red,169,60.0,26.2,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,32.8
R001127,2026-03-30,8:39:09 PM,J002,DL08-1661-E05125,Car,West,4.0,Green,166,13.8,46.4,60,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,,Good,100.0
R016878,2026-05-12,13:21:26,J002,GJ01-9064-F04139,AUTO,West,3.0,Red,166,53.2,43.4,60,,,No,No,No,No,Yes,No,Yes,Wrong Lane,500,No,Clear,Good,46.7
R015701,2026-02-01,18:33:05,J006,UP32-4941-H04082,Car,West,3.0,Green,98,5.9,37.6,60,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Cloudy,Average,68.2
R012230,2026-06-09,20:00:41,J011,TN09-8277-J05046,Auto,West,2.0,Green,157,6.4,44.3,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,75.0
R025489,2026-06-06,08:25:29,J004,MH14-9691-G00182,Taxi,North,2.0,Red,169,73.3,35.2,40,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Clear,Poor,50.7
R024401,2026-03-04,14:49:25,J003,MH14-4918-G05147,Truck,West,3.0,Yellow,152,5.9,51.8,60,,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,57.5
R013898,05/20/2026,10:13:05,J007,UP32-7717-Q04072,Car,East,1.0,Green,74,10.8,41.6,60,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Clear,Average,60.2
R005164,2026-07-07,19:30:44,J007,KA05-7108-N04593,Car,South,4.0,Red,74,54.9,36.3,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Average,96.3
R007199,2026-07-28,10:27:14,J011,KA05-1824-H00605,Car,South,3.0,Red,157,62.5,41.0,60,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Rain,Good,71.7
R018976,2026-04-11,04:53:57,J013,UP32-8523-H02000,Car ,West,2.0,Green,98,0.8,5.1,40,,Yes,No,Yes,No,No,No,No,No,,0,No,  Clear ,Good,4.0
R011547,2026-05-01,19:02:23,J004,KA05-6480-G02317,Car,West,2.0,Green,169,9.2,46.2,40,,Yes,No,No,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Poor,79.0
R009029,2026-04-16,09:16:06,J001,GJ01-5214-F02221,Car,South,1.0,Red,136,43.9,31.9,60,,Yes,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,90.2
R004495,2026-03-07,17:57:15,J002,KA05-1093-A03859,Bike,East,1.0,Green,166,10.8,43.7,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,64.8
R001177,2026-04-14,21:46:12,J001,MH14-2681-Q02573,Bike,West,1.0,Red,136,48.7,49.5,60,Yes,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Clear,Good,52.8
R016682,2026-05-26,01:54:07,J007,TN09-5718-F04409,Auto,South,1.0,Green,74,5.7,57.1,60,,,No,Yes,No,No,No,No,No,,0,No,Fog,Average,5.9
R004948,2026-05-20,18:24:15,J001,MH20-4201-R05368,Taxi,South,1.0,Red,136,58.1,20.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,83.0
R001654,2026-05-30,19:56:39,J005,GJ01-5214-F02221,Car,West,1.0,Green,103,14.4,23.7,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,71.9
R023939,2026-03-08,12:05:44,J003,MH14-5122-F04691,Auto,East,3.0,Green,152,7.9,90.0,60,,,No,No,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,35.2
R007268,2026-03-10,20:50:40,J014,MH12-7854-R03385,Bike,North,2.0,Red,145,82.5,33.5,40,No,,Yes,Yes,No,No,Yes,No,Yes,Red Light Jumping,1000,No,Fog,Good,75.4
R007313,2026-07-02,21:25:46,J005,DL08-6347-K03805,Car,North,4.0,Red,103,31.4,31.8,50,,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,28.4
R017070,2026-03-05,09:20:15,J010,MH20-5343-P03199,Bike,West,4.0,Green,176,9.9,23.6,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,62.3
R003786,2026-03-07,09:47:24,J007,TN09-1682-A04519,taxi,East,3.0,Yellow,74,7.7,55.3,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,73.7
R014400,2026-06-27,16:36:43,J011,MH14-7458-M01159,Car,South,2.0,Green,157,8.1,73.6,60,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Cloudy,Good,40.2
R013945,2026-03-09,15:59:23,J004,TN09-1402-C04234,Bike,South,2.0,Red,169,70.5,44.5,40,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Poor,56.8
R006789,2026-03-08,07:10:27,J003,KA05-8392-M04256,Bike,East,,Green,152,2.7,48.9,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Fog,,11.2
R022714,2026-02-04,07:57:02,J015,MH20-1553-J01653,Car,North,1.0,Green,172,2.6,28.0,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Good,23.5
R000004,2026-03-17,21:54:19,J009,GJ01-2521-L01954,Car,North,1.0,Red,127,50.1,16.6,40,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Clear,Good,32.7
R019422,02 Feb 2026,07:49:00,J013,UP32-8892-E05361,Truck,West,2.0,Green,98,5.3,32.6,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,28.0
R020714,2026-04-10,13:03:01,J014,KA05-8292-M01448,two-wheeler,North,2.0,Red,145,69.7,21.0,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,43.9
R010778,2026-04-30,08:24:57,J009,DL08-9644-N05103,Bike,West,1.0,Red,127,52.3,28.9,40,No,,No,Yes,No,No,No,No,Yes,No Helmet,500,No,Clear,Good,88.9
R009644,2026-07-03,19:30:31,J003,GJ01-9272-D05326,Bike,  East ,3.0,Red,152,67.3,45.5,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,99.3
R004474,2026-07-14,01:06:43,J001,GJ01-1009-M04949,Car,South,4.0,Red,136,30.9,88.9,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Good,13.6
R023046,2026-02-17,06:26:51,J003,TN09-7524-N01383,Taxi,South,3.0,Green,152,2.7,16.6,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,22.8
R008615,2026-07-20,15:00:47,J009,KA05-3811-N03681,Car,North,3.0,Red,127,46.3,13.1,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,51.6
R014775,2026-04-14,10:24:24,J008,TN09-9051-K05124,Car,South,2.0,Red,127,56.5,99.7,80,,Yes,No,Yes,No,Yes,No,No,Yes,Over Speeding,2000,No,Cloudy,Average,58.0
R020552,11-06-2026,17:32:19,J015,TN09-2756-D03464,Car,North,2.0,Green,172,14.9,29.5,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,88.7
R004613,2026-03-05,18:07:05,J009,MH12-7421-F04367,Car,South,2.0,Red,127,57.8,34.7,40,,Yes,No,No,No,No,Yes,No,Yes,Wrong Lane,500,No,Clear,Good,67.1
R016530,23 Feb 2026,09:46:41,J001,MH14-6372-K00243,Car,West,3.0,Red,136,54.1,40.4,60,,Yes,No,Yes,No,No,No,No,No,,0,No,  Cloudy ,Good,82.8
R016233,2026-05-25,18:02:18,J008,KA05-5384-J01625,Car,North,1.0,Green,127,7.8,62.6,80,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,73.6
R021625,27 Mar 2026,16:55:45,J002,MH12-5285-M00313,Car,South,4.0,Green,166,5.6,29.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,53.0
R024366,2026-03-05,06:01:22,J012,GJ01-5460-H05648,Car,South,2.0,Red,143,51.1,46.8,40,,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,Yes,Rain,Average,13.5
R023335,2026-06-29,18:51:05,J004,DL08-6800-H03132,Auto,West,1.0,Red,169,71.1,52.3,40,,,No,Yes,No,Yes,No,No,Yes,Over Speeding,2000,No,Rain,Poor,63.8
R024624,2026-03-27,18:33:14,J012,MH20-4875-L00497,Bus,West,1.0,Red,143,67.4,27.1,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,83.0
R009166,2026-06-16,16:25:11,J010,MH20-7507-G02315,Truck,South,3.0,Yellow,176,4.8,49.9,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,45.9
R013487,2026-06-24,10:45:38,J010,MH12-5191-N04533,Bike,North,4.0,Green,176,7.4,49.4,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,76.8
R013926,2026-02-15,10:34:22,J014,TN09-1232-E01609,Taxi,West,2.0,Green,145,14.2,28.3,40,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Clear,Good,82.8
R004773,2026-07-25,15:34:50,J012,UP32-5900-L04036,Bus,West,,Green,143,5.2,72.9,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,52.0
R014934,2026-05-09,20:34:55,J002,DL08-7434-R00425,Car,West,4.0,Red,166,58.9,46.3,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,67.4
R008527,2026-03-07,18:09:08,J002,MH14-9596-N03808,Car,North,2.0,Green,166,13.9,51.4,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,71.1
R003744,04/10/2026,18:37:07,J011,MH20-7433-D05911,Car,North,1.0,Red,157,80.5,73.7,60,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,96.2
R013957,2026-04-25,17:47:01,J004,MH20-1535-L02778,Car,South,1.0,Red,169,76.0,21.4,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,64.3
R003674,2026-04-12,16:40:57,J004,KA05-8518-J04225,Auto,North,1.0,Red,169,41.7,16.6,40,,,Yes,Yes,No,No,Yes,No,Yes,Red Light Jumping,1000,No,Clear,Poor,46.2
R019339,2026-02-28,13:29:25,J009,TN09-2999-H01122,Bike,South,3.0,Green,127,1.0,24.5,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Fog,Good,47.1
R005145,2026-07-10,15:18:18,J005,MH20-6091-A00119,Car,East,1.0,Red,103,33.8,46.1,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Average,45.3
R019964,2026-03-20,09:32:21,J011,UP32-2985-M00960,bus,South,4.0,Red,157,70.3,26.9,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Good,68.0
R003330,2026-04-23,19:25:05,J003,MH12-1858-H04218,Car,North,1.0,Red,152,75.0,46.9,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,79.7
R014946,2026-07-14,20:06:59,J008,GJ01-2964-D05790,Car,North,1.0,Yellow,127,16.2,49.8,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,87.4
R016721,2026-05-20,11:28:35,J012,TN09-1102-R02993,Taxi,South,3.0,Red,143,68.0,25.9,40,,Yes,Yes,Yes,No,Yes,No,No,Yes,Red Light Jumping,1000,No,Cloudy,Average,58.3
R003000,2026-02-22,15:08:33,J015,MH12-1210-M01388,Truck,West,2.0,Green,172,6.0,29.7,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,44.3
R015582,2026-04-07,12:00:33,J005,KA05-5742-L00189,Car,East,1.0,Red,103,48.5,31.2,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Average,65.6
R004565,2026-07-05,10:47:50,J004,TN09-8674-B04671,Bike,East,2.0,Green,169,5.2,40.9,40,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Poor,50.8
R004899,2026-05-11,9:51:40 AM,J013,MH20-6130-H05690,Car,East,2.0,Green,98,15.8,47.9,40,,Yes,No,Yes,Yes,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Good,75.4
R023145,2026-06-14,07:25:08,J013,UP32-3110-C00485,Truck,North,2.0,Red,98,26.5,18.4,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,20.0
R011282,2026-05-07,20:02:39,J015,GJ01-6511-A00085,Bike,West,3.0,Red,172,68.2,51.0,40,Yes,,No,No,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,80.0
R019799,2026-07-14,18:44:16,J003,MH20-5424-N05346,Car,South,2.0,Green,152,8.4,39.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,86.4
R019904,21-06-2026,09:27:02,J015,GJ01-1671-C04287,Car,East,3.0,Green,172,6.9,37.8,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,70.2
R020688,2026-05-21,6:22:40 PM,J010,KA05-9378-P03909,Car,South,1.0,Red,176,91.2,24.7,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,90.5
R006878,2026-02-05,09:13:56,J015,TN09-4709-R03337,Car,South,3.0,Green,172,16.8,47.7,40,,No,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Fog,Good,88.0
R013359,2026-04-21,7:08:38 AM,J007,TN09-4446-M05502,Bike,West,,Green,74,3.2,47.1,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,9.6
R010149,2026-04-23,16:47:48,J003,TN09-6260-C03823,Auto,East,4.0,Green,152,10.7,46.5,60,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,59.3
R012924,07/14/2026,22:13:16,J007,KA05-3154-B03309,Car,East,1.0,Green,74,8.5,33.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Average,50.3
R009006,2026-07-08,04:39:32,J003,MH12-9753-J02718,Two Wheeler,West,2.0,Red,152,41.0,25.0,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,14.5
R018460,2026-03-30,17:56:18,J010,UP32-3194-A03400,Bike,East,5.0,Green,176,12.5,89.2,60,No,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,94.6
R025397,2026-03-20,13:23:49,J012,UP32-6142-L05932,Car,West,1.0,Green,143,3.7,13.8,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,34.5
R010603,2026-02-10,13:09:06,J015,GJ01-5315-E02146,Truck,West,2.0,Red,172,56.4,17.8,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Fog,Good,58.1
R001513,2026-07-18,14:29:39,J005,MH20-2640-H00495,Taxi,North,1.0,Red,103,44.0,33.7,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Average,49.4
R012597,2026-02-18,13:35:43,J015,GJ01-1173-K02357,Taxi,North,3.0,Red,172,68.0,18.1,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Fog,Good,58.2
R009554,2026-03-24,21:13:19,j004,TN09-7519-H04908,Bike,North,1.0,Red,169,63.0,29.2,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,37.5
R015430,2026-06-21,11:07:48,J001,MH14-9017-P00156,Truck,East,2.0,Green,136,7.7,31.7,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,41.5
R007534,2026-05-31,07:20:57,J010,MH14-6564-A01289,Bike,  South ,1.0,Red,176,42.8,77.5,60,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,9.9
R022229,2026-02-01,07:01:43,J006,MH12-6279-K03964,Car,North,5.0,Red,98,16.1,44.3,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,13.3
R002320,2026-04-25,14:37:46,J009,MH12-8738-Q01813,Bike,South,3.0,Red,127,31.9,40.1,40,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,38.6
R017836,07 Jun 2026,11:56:41 AM,J009,MH20-7944-P01039,Bike,East,1.0,Red,127,49.5,44.7,40,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,62.2
R013338,2026-05-31,19:12:44,J009,UP32-6184-D01610,Taxi,West,1.0,Red,127,59.2,40.2,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Good,64.7
R009648,2026-03-23,20:50:43,j004,MH14-4275-J03850,Bike,East,2.0,Green,169,15.6,18.7,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,94.4
R020219,2026-05-12,16:22:08,J006,DL08-1009-D02353,Truck,North,2.0,Red,98,50.4,39.0,60,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Red Light Jumping,1000,No,Rain,Average,61.7
R022740,2026-02-08,16:54:17,J004,KA05-5948-K01717,Truck,North,2.0,Red,169,62.6,19.1,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,40.6
R018604,2026-04-04,02:46:02,J011,DL08-4641-L02740,Taxi,West,3.0,  Green ,157,6.9,43.5,60,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,10.9
R005153,2026-04-28,7:27:24 AM,J004,TN09-3763-Q05173,Bike,East,2.0,Green,169,1.4,16.0,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,8.1
R014114,2026-05-25,19:26:40,J008,TN09-3146-M05121,Taxi,North,2.0,Green,127,10.1,59.8,80,,,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Clear,Average,65.7
R023858,2026-03-04,12:23:23 PM,J011,TN09-3181-M04468,Bike,North,3.0,Green,157,9.5,43.7,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,46.3
R018186,2026-04-16,3:21:46 PM,J006,TN09-4013-R00733,Bike,South,5.0,Green,98,5.6,80.7,60,No,,No,No,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Average,64.9
R007420,2026-04-28,11:49:05 AM,J005,MH20-7548-A05178,Car,South,4.0,Red,103,46.1,32.8,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,41.3
R022809,2026-07-11,11:02:57,J004,TN09-8896-M05594,Car,West,1.0,Red,169,74.1,19.0,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,48.8
R019406,2026-06-07,19:21:36,J004,KA05-5466-F05540,Bike,North,2.0,Green,169,8.6,25.3,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,65.1
R002246,2026-03-28,19:44:43,J012,KA05-9268-K01101,Car,North,1.0,Green,143,8.5,32.2,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,61.6
R006648,2026-03-28,14:39:27,j008,MH14-6697-P04176,Car,West,2.0,Green,127,13.0,50.9,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,53.7
R025084,2026-05-25,19:04:04,J015,GJ01-6804-D03613,Auto Rickshaw,North,2.0,Green,172,7.1,31.1,40,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,68.0
R006899,2026-03-10,05:56:43,J014,MH14-7173-Q04486,Bike,West,1.0,Green,145,4.0,35.9,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,17.8
R000075,2026-04-17,08:54:47,J014,MH12-7308-B02098,Bike,West,2.0,Green,145,9.0,43.9,40,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,73.3
R009509,2026-06-17,10:06:43,J007,DL08-3128-G01341,Taxi,West,1.0,Red,74,52.0,35.4,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,88.4
R003469,2026-05-04,09:49:41,J009,DL08-7110-E02422,Bus,  North ,2.0,Green,127,7.8,33.6,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Good,71.5
